date,rank,ticker6,name,primary_driver,predicted,predicted_net,actual,vol_ratio,strategy_name
2026-05-07,2,006660,삼성공조,SMH,0.03480538150087274,0.02980538150087274,-0.0013623978201634877,93.81985715871664,no_vol_cap
2026-05-07,3,018880,한온시스템,SMCI,0.06630840797783542,0.061308407977835426,0.0073937153419593345,15.168996467315848,no_vol_cap
2026-05-08,1,203650,드림시큐리티,TSLA,0.019759963264766246,0.014759963264766245,-0.06779661016949153,8.495955968425191,no_vol_cap
2026-05-08,2,025860,남해화학,XLI,0.011795642665343348,0.006795642665343348,0.011554621848739496,1.5779468517373905,no_vol_cap
2026-05-08,3,084670,동양고속,XLE,0.010671482234745714,0.005671482234745714,-0.03835227272727273,1.515445426160898,no_vol_cap
2026-05-11,1,264850,이랜시스,XLK,0.04871410247111867,0.04371410247111867,-0.01987577639751553,103.40300410133057,no_vol_cap
2026-05-11,2,092190,서울바이오시스,AMD,0.08827765572041482,0.08327765572041482,-0.006612784717119765,23.382165548574875,no_vol_cap
2026-05-11,3,003470,유안타증권,EWY,0.0541357173693486,0.0491357173693486,0.026499302649930265,35.2750478340872,no_vol_cap
2026-05-12,1,007820,엠엑스로보틱스,MU,0.018312510881129118,0.013312510881129117,0.04240282685512368,30.9192414250296,no_vol_cap
2026-05-12,2,381620,제닉스로보틱스,TSLA,0.019626689617234877,0.014626689617234876,0.040032025620496396,18.783839317396005,no_vol_cap
2026-05-12,3,000300,DH오토넥스,NFLX,0.22011248163705116,0.21511248163705116,0.0,,no_vol_cap
2026-05-13,1,000440,중앙에너비스,EWY,0.06448922152723467,0.059489221527234674,0.023148148148148147,6.814449978028416,no_vol_cap
2026-05-13,2,389470,인벤티지랩,XLV,0.01775728965667465,0.01275728965667465,0.059027777777777776,5.320457749508561,no_vol_cap
2026-05-13,3,030960,양지사,URA,0.01683498113550752,0.01183498113550752,0.0,2.703768064934779,no_vol_cap
2026-02-11,1,033240,자화전자,TSM,0.006478446817566407,0.0014784468175664065,-0.028985507246376812,2.162478119091102,no_sector_cap
2026-02-11,2,030960,양지사,MU,0.005146710980126056,0.00014671098012605625,-0.012775842044134728,4.969786010245774,no_sector_cap
2026-02-12,1,000300,DH오토넥스,NFLX,0.22828657209698733,0.22328657209698732,0.0,,no_sector_cap
2026-02-12,2,086390,유니테스트,EWY,0.04596808547598009,0.04096808547598009,0.03740648379052369,4.954260163997005,no_sector_cap
2026-02-12,3,114810,한솔아이원스,MU,0.03508180431802861,0.03008180431802861,0.012933568489124045,3.968137271121052,no_sector_cap
2026-02-13,1,000300,DH오토넥스,NFLX,0.33859331635433343,0.3335933163543334,0.0,,no_sector_cap
2026-02-13,2,013580,계룡건설,AAPL,0.007390941608851874,0.002390941608851874,-2.124084562696327e-08,4.161334260708283,no_sector_cap
2026-02-19,1,100790,미래에셋벤처투자,MU,0.01288361817657073,0.007883618176570729,0.0423728813559322,4.326564974573162,no_sector_cap
2026-02-19,2,044490,태웅,URA,0.01776699836503443,0.012766998365034428,0.035493827160493825,2.451336318921802,no_sector_cap
2026-02-19,3,003540,대신증권,MU,0.008378114526222497,0.0033781145262224968,0.0785024778564908,9.051237003997858,no_sector_cap
2026-02-20,1,086390,유니테스트,EWY,0.011536253412534303,0.006536253412534303,-0.01762114537444934,6.026269107169358,no_sector_cap
2026-02-20,2,440110,파두,SMCI,0.016314349698027898,0.011314349698027897,0.0,,no_sector_cap
2026-02-20,3,094820,일진파워,URA,0.006111193924033314,0.0011111939240333142,0.01015228426395939,5.516144062162087,no_sector_cap
2026-02-23,1,001200,유진투자증권,EWY,0.015380090879878325,0.010380090879878325,0.013467944247013702,8.23533922662609,no_sector_cap
2026-02-23,2,460930,현대힘스,EWY,0.013701366114799402,0.008701366114799401,-0.00501002004008016,8.969512558916533,no_sector_cap
2026-02-23,3,005440,현대지에프홀딩스,EWY,0.02232031659617759,0.01732031659617759,0.013249607353302521,4.239725141238877,no_sector_cap
2026-02-24,1,000300,DH오토넥스,NFLX,0.23554219570392002,0.23054219570392,0.0,,no_sector_cap
2026-02-24,2,119610,인터로조,AMZN,0.012868697458618905,0.007868697458618904,0.0,1.5240386236665504,no_sector_cap
2026-02-24,3,030960,양지사,XLK,0.008827948538491356,0.003827948538491356,-0.006528835690968444,2.147331604603549,no_sector_cap
2026-02-25,1,388050,지투파워,TSM,0.021210309178646497,0.016210309178646496,0.004091653027823241,9.189409618212515,no_sector_cap
2026-02-25,2,093520,매커스,EWY,0.023490824149776907,0.018490824149776906,-0.021875,6.495549881886945,no_sector_cap
2026-02-25,3,054210,이랜텍,AMD,0.01634858612287419,0.011348586122874187,0.0,7.094170128571116,no_sector_cap
2026-02-26,1,254490,미래반도체,XLK,0.030413226474018337,0.025413226474018336,0.004975124378109453,5.176051441973442,no_sector_cap
2026-02-26,2,017510,세명전기,EWY,0.023161584091168898,0.018161584091168897,0.014517506404782237,5.438288707705511,no_sector_cap
2026-02-26,3,032940,원익,XLK,0.015289703182716873,0.010289703182716874,0.009448818897637795,9.419443610456174,no_sector_cap
2026-02-27,1,203400,에이비온,NFLX,0.009016919092488257,0.0040169190924882565,0.0078125,1.7872045646401835,no_sector_cap
2026-02-27,2,009160,SIMPAC,NFLX,0.006026879277673802,0.001026879277673802,0.0018450184501845018,2.763627043839377,no_sector_cap
2026-03-03,1,000157,두산2우B,NVDA,0.011081009668775788,0.006081009668775787,-0.01763663231087472,7.897486772486772,no_sector_cap
2026-03-03,2,000720,현대건설,URA,0.011819572843175639,0.006819572843175639,-0.010928918313976329,6.108849225335833,no_sector_cap
2026-03-03,3,064350,현대로템,ITA,0.01784275715281722,0.01284275715281722,0.11279824139092544,2.476656317573194,no_sector_cap
2026-03-04,1,030960,양지사,MU,0.02977022928274984,0.02477022928274984,-0.022919179734620022,1.5723882708387973,no_sector_cap
